case_id,activity,timestamp,resource
ORD-00053,Send Invoice,2026-03-08T03:50:28.446153+00:00,Finance
ORD-00053,Payment Overdue,2026-03-09T08:08:57.833307+00:00,Finance
ORD-00053,Send Reminder,2026-03-09T18:20:17.358207+00:00,Finance
ORD-00053,Payment Received,2026-03-11T00:20:17.509074+00:00,Finance
ORD-00053,Close Order,2026-03-11T00:22:37.138354+00:00,
ORD-00054,Receive Order,2026-03-05T14:15:30.094343+00:00,
ORD-00054,Credit Check,2026-03-05T19:09:00.843016+00:00,Credit Team
ORD-00054,Approve Order,2026-03-05T20:19:34.737170+00:00,Sales Manager
ORD-00054,Ship Item,2026-03-06T14:35:19.501349+00:00,Warehouse
ORD-00054,Send Invoice,2026-03-06T14:42:14.574933+00:00,Finance
ORD-00054,Payment Overdue,2026-03-09T01:04:18.241371+00:00,Finance
ORD-00054,Send Reminder,2026-03-09T22:17:26.950798+00:00,Finance
ORD-00054,Payment Received,2026-03-13T06:22:52.289396+00:00,Finance
ORD-00054,Close Order,2026-03-13T06:43:06.806426+00:00,
ORD-00055,Receive Order,2026-03-15T02:53:44.172462+00:00,
ORD-00055,Credit Check,2026-03-15T08:49:36.378343+00:00,Credit Team
ORD-00055,Approve Order,2026-03-15T10:12:08.660876+00:00,Sales Manager
ORD-00055,Ship Item,2026-03-15T12:12:34.312798+00:00,Warehouse
ORD-00055,Send Invoice,2026-03-15T12:21:05.369151+00:00,Finance
ORD-00055,Payment Overdue,2026-03-18T07:09:53.008247+00:00,Finance
ORD-00055,Send Reminder,2026-03-18T22:35:36.108142+00:00,Finance
ORD-00055,Payment Received,2026-03-24T08:16:05.048952+00:00,Finance
ORD-00055,Close Order,2026-03-24T09:05:00.303914+00:00,
ORD-00056,Receive Order,2026-03-03T06:51:32.186827+00:00,
ORD-00056,Credit Check,2026-03-03T11:08:30.205211+00:00,Credit Team
ORD-00056,Approve Order,2026-03-03T12:51:10.312050+00:00,Sales Manager
ORD-00056,Ship Item,2026-03-04T08:21:37.617806+00:00,Warehouse
ORD-00056,Send Invoice,2026-03-04T08:30:03.878732+00:00,Finance
ORD-00056,Payment Overdue,2026-03-06T12:32:09.708836+00:00,Finance
ORD-00056,Write Off,2026-03-06T23:21:25.766398+00:00,Controller
ORD-00056,Close Order,2026-03-07T00:02:43.216006+00:00,
ORD-00057,Receive Order,2026-03-11T00:59:22.479031+00:00,
ORD-00057,Credit Check,2026-03-11T01:43:23.813241+00:00,Credit Team
ORD-00057,Approve Order,2026-03-11T02:12:22.300388+00:00,Sales Manager
ORD-00057,Ship Item,2026-03-11T11:30:08.879437+00:00,Warehouse
ORD-00057,Send Invoice,2026-03-11T11:32:05.534331+00:00,Finance
ORD-00057,Payment Overdue,2026-03-14T03:39:15.437656+00:00,Finance
ORD-00057,Write Off,2026-03-14T10:47:53.116617+00:00,Controller
ORD-00057,Close Order,2026-03-14T11:25:55.412181+00:00,
ORD-00058,Receive Order,2026-03-10T02:28:26.884127+00:00,
ORD-00058,Credit Check,2026-03-10T06:38:37.830628+00:00,Credit Team
ORD-00058,Approve Order,2026-03-10T06:53:58.710889+00:00,Sales Manager
ORD-00058,Ship Item,2026-03-11T02:14:48.068200+00:00,Warehouse
ORD-00058,Send Invoice,2026-03-11T02:22:32.131500+00:00,Finance
ORD-00058,Payment Overdue,2026-03-13T02:31:05.529348+00:00,Finance
ORD-00058,Write Off,2026-03-13T09:24:19.441991+00:00,Controller
ORD-00058,Close Order,2026-03-13T10:04:13.362183+00:00,
ORD-00059,Receive Order,2026-03-02T06:15:31.340085+00:00,
ORD-00059,Credit Check,2026-03-02T08:39:00.565434+00:00,Credit Team
ORD-00059,Approve Order,2026-03-02T09:01:49.600434+00:00,Sales Manager
ORD-00059,Ship Item,2026-03-02T16:08:17.821232+00:00,Warehouse
ORD-00059,Send Invoice,2026-03-02T16:15:51.662153+00:00,Finance
ORD-00059,Payment Overdue,2026-03-04T02:06:53.250833+00:00,Finance
ORD-00059,Write Off,2026-03-04T11:15:10.463053+00:00,Controller
ORD-00059,Close Order,2026-03-04T12:13:44.565286+00:00,
ORD-00060,Receive Order,2026-03-08T06:00:32.257411+00:00,
ORD-00060,Credit Check,2026-03-08T10:06:05.531841+00:00,Credit Team
ORD-00060,Approve Order,2026-03-08T11:32:52.820186+00:00,Sales Manager
ORD-00060,Ship Item,2026-03-09T06:11:17.944948+00:00,Warehouse
ORD-00060,Send Invoice,2026-03-09T06:17:51.110917+00:00,Finance
ORD-00060,Payment Overdue,2026-03-11T13:09:00.553063+00:00,Finance
ORD-00060,Write Off,2026-03-11T15:00:08.437116+00:00,Controller
ORD-00060,Close Order,2026-03-11T15:09:50.321874+00:00,
